antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"frozenset({'YearsAtCompany_bin_(5, 10]', 'AttritionLabel_Stay', 'Age_bin_(18, 30]'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.06351351351351352,0.41283783783783784,0.05945945945945946,0.9361702127659575,2.26764634188808,1.0,0.03323867786705625,9.198873873873875,0.5969270628361538,0.1426256077795786,0.8912910413045075,0.5400981996726678
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})","frozenset({'MonthlyIncome_bin_(0, 3000]'})",0.1222972972972973,0.2682432432432432,0.07432432432432433,0.6077348066298343,2.265610866025579,1.0,0.041518900657414176,1.865464408070042,0.6364546154384492,0.23504273504273507,0.46394045596690187,0.4424064461360758
"frozenset({'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.20743243243243242,0.36824324324324326,0.16891891891891891,0.8143322475570033,2.211397663090578,1.0,0.09253332724616509,3.402619724988147,0.6911679454390451,0.4152823920265781,0.7061087982720479,0.6365239219436393
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})",frozenset({'JobLevel_1'}),0.14864864864864866,0.36824324324324326,0.12094594594594595,0.8136363636363636,2.209507923269391,1.0,0.06620708546384221,3.3899143045484506,0.6429901569566373,0.3054607508532423,0.7050072921730675,0.5710383653044203
"frozenset({'Age_bin_(30, 40]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.06824324324324324,0.36824324324324326,0.05405405405405406,0.7920792079207921,2.1509673903170135,1.0,0.02892394083272462,3.0384491634491644,0.57428390137781,0.1413427561837456,0.6708847355323767,0.4694340993732401
"frozenset({'MonthlyIncome_bin_(6000, 10000]', 'OverTime_Yes_False', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.08783783783783784,0.3054054054054054,0.057432432432432436,0.6538461538461539,2.140912185159973,1.0,0.030606281957633312,2.006606606606607,0.5842265795206971,0.17102615694164994,0.5016462137084705,0.4209496255956433
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]', 'OverTime_Yes_False'})",frozenset({'JobLevel_1'}),0.1222972972972973,0.36824324324324326,0.09594594594594595,0.7845303867403315,2.1304678392214504,1.0,0.05091079254930607,2.931999306999307,0.6045549664422254,0.24315068493150688,0.6589357993322893,0.522540422727964
"frozenset({'AttritionLabel_Stay', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.08378378378378379,0.36824324324324326,0.06554054054054054,0.782258064516129,2.1242971293282036,1.0,0.034687728268809344,2.9014014014014013,0.5776541069853723,0.16958041958041958,0.6553389684319475,0.4801198579461379
"frozenset({'AttritionLabel_Stay', 'TotalWorkingYears_bin_(0, 5]'})",frozenset({'JobLevel_1'}),0.14932432432432433,0.36824324324324326,0.11486486486486487,0.7692307692307693,2.088920254057869,1.0,0.05987719138056976,2.7376126126126135,0.6127879269261318,0.28523489932885904,0.6347182229535171,0.5405786873676782
"frozenset({'AttritionLabel_Stay', 'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.09391891891891892,0.3054054054054054,0.05945945945945946,0.6330935251798562,2.072961100146432,1.0,0.030776113951789634,1.8931107578166406,0.5712494068198767,0.1749502982107356,0.47176888839123265,0.41389189533329096
"frozenset({'YearsAtCompany_bin_(5, 10]', 'JobLevel_1'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.06891891891891892,0.41283783783783784,0.05878378378378379,0.8529411764705882,2.0660440935785114,1.0,0.03033144631117604,3.9927027027027013,0.554176467644262,0.1389776357827476,0.7495430853584242,0.4976653509194185
"frozenset({'MonthlyIncome_bin_(6000, 10000]', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.12162162162162163,0.3054054054054054,0.07635135135135135,0.6277777777777778,2.055555555555556,1.0,0.039207450693937176,1.8660750302541347,0.5846153846153846,0.21772639691714837,0.46411586683960226,0.4388888888888889
"frozenset({'AttritionLabel_Stay', 'MonthlyIncome_bin_(6000, 10000]', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.10675675675675676,0.3054054054054054,0.06621621621621622,0.620253164556962,2.0309174414696987,1.0,0.03361212563915267,1.829099099099099,0.5682793541017012,0.19140625,0.45328276609368073,0.4185336619244987
"frozenset({'JobLevel_2', 'TotalWorkingYears_bin_(5, 10]', 'MonthlyIncome_bin_(3000, 6000]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.1195945945945946,0.3054054054054054,0.07364864864864865,0.615819209039548,2.016399180040998,1.0,0.03712381300219138,1.8079888712241654,0.5725390242700331,0.20961538461538462,0.44689925036822087,0.42848482575871205
"frozenset({'YearsAtCompany_bin_(5, 10]', 'MonthlyIncome_bin_(6000, 10000]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.07972972972972973,0.41283783783783784,0.06621621621621622,0.8305084745762712,2.0117062886626536,1.0,0.03330076698319942,3.4642567567567566,0.5464802661152567,0.15530903328050713,0.711337793294455,0.4954506366334711
"frozenset({'JobLevel_2', 'AttritionLabel_Stay', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.17702702702702702,0.3054054054054054,0.10810810810810811,0.6106870229007634,1.999594676754712,1.0,0.05404309715120527,1.7841547429782725,0.6074302134646963,0.28880866425992785,0.4395104998960407,0.48233466189285956
"frozenset({'YearsAtCompany_bin_(5, 10]', 'MonthlyIncome_bin_(6000, 10000]'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.09256756756756757,0.41283783783783784,0.07635135135135135,0.8248175182481752,1.9979213207975437,1.0,0.038135956902848794,3.351717342342342,0.5504319348440619,0.17795275590551182,0.7016454856240498,0.5048801175528929
"frozenset({'Age_bin_(18, 30]', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.11689189189189189,0.3054054054054054,0.07094594594594594,0.6069364161849711,1.9873139291012327,1.0,0.03524653031409788,1.7671303656597774,0.5625678580537035,0.20192307692307693,0.4341107937293358,0.41961865057036163
"frozenset({'JobLevel_2', 'Age_bin_(30, 40]', 'TotalWorkingYears_bin_(5, 10]'})","frozenset({'YearsAtCompany_bin_(5, 10]'})",0.10878378378378378,0.3054054054054054,0.06554054054054054,0.6024844720496895,1.9727367668883637,1.0,0.03231738495252009,1.747339527027027,0.553277631445253,0.187984496124031,0.4277013799937164,0.408543120980597
"frozenset({'YearsAtCompany_bin_(5, 10]', 'MonthlyIncome_bin_(6000, 10000]', 'OverTime_Yes_False'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.07094594594594594,0.41283783783783784,0.057432432432432436,0.8095238095238096,1.9608760034291952,1.0,0.028143261504747996,3.082601351351353,0.5274438502673797,0.1347068145800317,0.6755986629404354,0.4743200062348999
"frozenset({'YearsAtCompany_bin_(5, 10]', 'Age_bin_(30, 40]', 'JobLevel_2'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.08175675675675675,0.41283783783783784,0.06554054054054054,0.8016528925619835,1.9418106071877832,1.0,0.03178825785244704,2.9602759009009003,0.528200693353967,0.152755905511811,0.662193649012354,0.4802045150207626
"frozenset({'YearsAtCompany_bin_(5, 10]', 'AttritionLabel_Stay', 'Age_bin_(30, 40]'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.12837837837837837,0.41283783783783784,0.10202702702702703,0.7947368421052632,1.925058144543027,1.0,0.049027574872169466,2.8605336105336105,0.5513116689768469,0.23230769230769233,0.6504148749318637,0.5209363424928934
"frozenset({'YearsAtCompany_bin_(5, 10]', 'Age_bin_(30, 40]'})","frozenset({'TotalWorkingYears_bin_(5, 10]'})",0.14054054054054055,0.41283783783783784,0.11148648648648649,0.7932692307692307,1.921503210373914,1.0,0.05346603360116873,2.8402262727844114,0.5579950447874976,0.2522935779816514,0.647915375763477,0.5316591653027822
