antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,rule_name
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.06959459459459459,0.025,0.43529411764705883,6.254711593375214,1.0,0.02100301314828342,1.6475929054054055,0.8913106655042139,0.24503311258278143,0.3930539536075868,0.39725870930896634,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"JobLevel_1.7509357550394118 → Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"Age_bin_nan, JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",frozenset({'JobLevel_1.7509357550394118'}),0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → JobLevel_1.7509357550394118"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"JobLevel_1.7509357550394118 → YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → Age_bin_nan, JobLevel_1.7509357550394118"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"Age_bin_nan, JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118'})",0.057432432432432436,0.0722972972972973,0.025,0.43529411764705883,6.020890599230347,1.0,0.020847790357925493,1.6428068693693694,0.8847234331105298,0.2387096774193548,0.3912857204061523,0.3905442550852117,"YearsAtCompany_bin_(2, 5], AttritionLabel_Stay → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118"
frozenset({'JobLevel_1.7509357550394118'}),"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]', 'AttritionLabel_Stay'})",0.0722972972972973,0.057432432432432436,0.025,0.3457943925233645,6.020890599230347,1.0,0.020847790357925493,1.4407818532818533,0.8988996279600794,0.2387096774193548,0.3059324021036412,0.3905442550852117,"JobLevel_1.7509357550394118 → TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5], AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"Age_bin_nan, YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"Age_bin_nan, YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"YearsAtCompany_bin_(2, 5] → TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'AttritionLabel_Stay'})",0.06283783783783783,0.06621621621621622,0.025,0.39784946236559143,6.008338819398728,1.0,0.0208391161431702,1.5507480694980698,0.8894561468461972,0.24025974025974023,0.35514993075331064,0.3877002413868773,"YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, MonthlyIncome_bin_(0, 3000], TotalWorkingYears_bin_(0, 5], Age_bin_nan, AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"TotalWorkingYears_bin_(0, 5], MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'JobLevel_1.7509357550394118', 'MonthlyIncome_bin_(0, 3000]', 'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"JobLevel_1.7509357550394118, MonthlyIncome_bin_(0, 3000], TotalWorkingYears_bin_(0, 5], Age_bin_nan, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06621621621621622,0.06283783783783783,0.025,0.37755102040816324,6.008338819398727,1.0,0.0208391161431702,1.505604785112982,0.8926741502718348,0.24025974025974023,0.3358150758500949,0.3877002413868773,"TotalWorkingYears_bin_(0, 5], JobLevel_1.7509357550394118, AttritionLabel_Stay → Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5] → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'Age_bin_nan', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"Age_bin_nan, JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5]"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5] → JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"YearsAtCompany_bin_(2, 5] → Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"Age_bin_nan, YearsAtCompany_bin_(2, 5] → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5]"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'Age_bin_nan', 'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → Age_bin_nan, YearsAtCompany_bin_(2, 5]"
"frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'Age_bin_nan', 'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})","frozenset({'YearsAtCompany_bin_(2, 5]'})",0.06891891891891892,0.06283783783783783,0.025,0.3627450980392157,5.772717689226228,1.0,0.02066928414901388,1.4706237006237008,0.8879692464598126,0.23417721518987344,0.3200163987729194,0.38029728020240355,"Age_bin_nan, MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay → YearsAtCompany_bin_(2, 5]"
"frozenset({'YearsAtCompany_bin_(2, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"YearsAtCompany_bin_(2, 5] → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
"frozenset({'TotalWorkingYears_bin_(0, 5]', 'YearsAtCompany_bin_(2, 5]'})","frozenset({'MonthlyIncome_bin_(0, 3000]', 'JobLevel_1.7509357550394118', 'AttritionLabel_Stay'})",0.06283783783783783,0.06891891891891892,0.025,0.39784946236559143,5.772717689226228,1.0,0.02066928414901388,1.5462596525096528,0.8822073695902102,0.23417721518987344,0.35327808730121574,0.38029728020240355,"TotalWorkingYears_bin_(0, 5], YearsAtCompany_bin_(2, 5] → MonthlyIncome_bin_(0, 3000], JobLevel_1.7509357550394118, AttritionLabel_Stay"
